None 500
38.553041457 -121.409436018 198
38.552951533 -121.409439628 290
38.552873105 -121.409435547 320
38.552806628 -121.409426275 307
38.552747951 -121.40942055 217
38.552700111 -121.409420003 195
38.552668131 -121.409418114 198
38.552650731 -121.409407108 201
38.552647125 -121.409403353 184
38.552649442 -121.409393344 201
38.552652843 -121.409388176 175
38.552656335 -121.409382218 193
38.552656828 -121.409376009 194
38.552652154 -121.409373476 185
38.552634574 -121.409382911 179
38.552619817 -121.40937522 181
38.552600726 -121.409373596 179
38.552566653 -121.409363278 202
38.552521113 -121.409343912 191
38.552461002 -121.409332387 232
38.552384001 -121.409328059 185
38.552293851 -121.409328596 194
38.552192499 -121.409325284 187
38.552085869 -121.409303264 175
38.551966302 -121.40929549 177
38.551836754 -121.409293434 190
38.551703468 -121.409285356 173
38.551571125 -121.409268271 168
38.551429691 -121.409259647 181
38.55128286 -121.40925118 171
38.551131036 -121.409253287 178
38.550974652 -121.409251886 181
38.550819601 -121.409242346 185
38.550665823 -121.409235441 178
38.55052166 -121.409227699 190
38.550384548 -121.409214723 182
38.55026061 -121.409210506 179
38.550150127 -121.409197108 308
38.550052458 -121.409194832 302
38.549967903 -121.409201492 222
38.54990438 -121.40919893 275
38.549858466 -121.409198977 191
38.549828519 -121.40919936 198
38.549809696 -121.409194941 313
38.549802399 -121.409186114 317
38.549798318 -121.409191508 309
38.549794324 -121.409194911 313
38.549792024 -121.409202082 312
38.549793164 -121.409205101 338
38.549791828 -121.409207575 276
38.54978989 -121.409210778 266
38.549786046 -121.409212626 183
38.549783006 -121.409212757 185
38.549781147 -121.409212784 163
38.549780938 -121.409216753 177
38.549779687 -121.409217058 180
38.549779914 -121.409220055 169
38.549777833 -121.409218969 171
0.0 0.0 178
38.549783263 -121.409220437 181
38.549783717 -121.409227723 171
38.549782846 -121.40923042 185
38.549782037 -121.409229164 179
38.549782382 -121.409237256 200
38.549729725 -121.40923013 294
38.549652525 -121.409236644 303
38.549569244 -121.409237413 308
38.549472865 -121.40922366 296
38.54944667 -121.409218038 311
38.549351408 -121.409198706 295
38.549251151 -121.409186819 298
38.549146303 -121.409169181 333
38.549039053 -121.409170114 206
38.548951556 -121.409147135 172
38.548873604 -121.409111169 184
38.548781658 -121.409093837 218
38.548687023 -121.409078932 191
38.548578538 -121.409041517 179
38.548390496 -121.409025473 185
38.548212427 -121.409007997 290
38.548019399 -121.408972309 299
38.547807055 -121.408984871 290
38.547623678 -121.409048932 309
38.547453533 -121.409114457 304
38.547270502 -121.409115884 298
0.0 0.0 304
0.0 0.0 303
0.0 0.0 285
0.0 0.0 216
38.546404075 -121.409105314 186
38.546155447 -121.40909241 214
38.545941059 -121.409088811 300
38.545767047 -121.409108017 336
0.0 0.0 198
38.5452001 -121.409127499 195
38.54493034 -121.409105138 180
38.544689879 -121.409096609 178
38.544472022 -121.409084403 189
38.544264497 -121.409079703 179
38.544063788 -121.409071153 176
38.543865479 -121.409065575 175
38.543670238 -121.40905787 183
38.543476435 -121.409055826 167
38.543284843 -121.409047669 171
38.543091362 -121.409041607 192
38.542900335 -121.409033777 170
38.542708992 -121.409026784 192
38.54251587 -121.409019111 169
38.542321634 -121.409018123 262
38.542130414 -121.409002748 312
38.541940527 -121.40900676 211
38.541751227 -121.409002661 168
38.541560846 -121.409000862 189
38.541374183 -121.409005543 187
38.541188177 -121.409007542 179
38.54100883 -121.409011025 188
38.540835428 -121.409013804 186
38.540668258 -121.409018354 176
38.540505823 -121.409012007 194
38.540359514 -121.409017058 178
38.540232319 -121.409020585 189
38.540127022 -121.409029934 182
38.540035323 -121.409033864 194
38.539960161 -121.40905074 211
38.53989971 -121.4090422 318
38.539856028 -121.409059509 315
38.539814467 -121.409057727 288
38.539785636 -121.409060738 314
38.539768354 -121.409058491 298
38.539764694 -121.409053115 190
38.539759248 -121.409053703 178
38.539755993 -121.409056596 165
38.539753223 -121.409058678 180
38.539749855 -121.409060897 186
38.53974682 -121.409065377 182
38.539744071 -121.409068917 183
38.539742431 -121.409071202 240
38.539732771 -121.409071868 298
38.539705461 -121.409078861 214
38.539663916 -121.409083765 186
38.539611962 -121.409089976 178
38.539547569 -121.409093511 175
38.539483357 -121.409081257 173
38.539411079 -121.409068299 182
38.539331126 -121.409042961 323
38.539243236 -121.409017321 214
38.53914406 -121.408993958 173
38.539037451 -121.408973031 183
38.538914824 -121.408963691 167
38.538782653 -121.408951233 296
38.538627405 -121.408953455 302
38.53846959 -121.408960839 173
38.538312313 -121.408963987 276
38.538151912 -121.408969365 298
38.537986697 -121.408974506 299
38.537823385 -121.408972964 282
38.537656468 -121.408979932 208
38.537483627 -121.408999135 172
38.537315579 -121.409007766 202
38.53714125 -121.40902349 174
38.536966891 -121.40904016 207
38.536773172 -121.40908831 189
38.536590668 -121.409114807 181
38.536419296 -121.409118605 196
38.536249446 -121.409113851 180
38.536073354 -121.40911708 184
38.535897358 -121.409121277 161
38.53571335 -121.409139726 164
38.535532635 -121.409150612 194
38.535359589 -121.409145816 170
38.535180061 -121.409149824 171
38.534996674 -121.409158726 161
38.53482393 -121.409147008 173
38.53464642 -121.409144985 172
38.534466468 -121.409147297 179
38.534295068 -121.409136209 189
38.534128561 -121.409118569 172
38.53395272 -121.409114389 180
38.533778619 -121.409106255 172
38.533594803 -121.409110884 174
38.533417535 -121.40910615 183
38.533236621 -121.409104216 191
38.533049186 -121.409113712 176
38.532866754 -121.409113035 168
38.532708463 -121.409081276 168
38.532526896 -121.409078337 174
38.532357698 -121.409067232 149
38.532187624 -121.409061482 167
38.532009573 -121.409052695 169
38.531825462 -121.409053458 177
38.531644017 -121.40904767 171
38.531449894 -121.409056956 244
38.531262778 -121.40905597 197
38.531076527 -121.409057538 179
38.530893508 -121.409052082 194
38.530719129 -121.409040963 191
38.530537609 -121.409038932 194
38.530359113 -121.409036465 167
38.530183368 -121.409040308 187
38.53001406 -121.409032402 308
38.529838673 -121.409035109 274
38.529667833 -121.409030775 289
38.529487363 -121.409040574 196
38.529309378 -121.409047164 186
38.529137081 -121.409041525 189
38.528957353 -121.409048023 182
38.528778884 -121.40905109 190
38.528601797 -121.409049993 184
38.528419769 -121.409051328 172
38.528221939 -121.409068468 186
38.528041431 -121.409073737 171
38.527863315 -121.409073188 196
38.527677904 -121.409075121 220
38.527487087 -121.409074573 267
38.527294235 -121.409075286 201
38.527105799 -121.409072442 185
38.526927018 -121.409074083 282
38.526748831 -121.409073634 231
38.526581356 -121.409074604 278
38.526418838 -121.409082547 296
38.526258763 -121.409087655 279
38.52610612 -121.409096136 175
38.525965607 -121.409108495 211
38.525846705 -121.409101184 186
38.525738332 -121.409108683 170
38.525642298 -121.409105146 178
38.525526644 -121.409132256 184
38.525448547 -121.409153188 164
38.525408958 -121.409154747 310
38.525379199 -121.409168155 202
38.52537176 -121.409173222 169
38.525364484 -121.409176383 181
38.525365844 -121.409181132 171
38.525361717 -121.409187147 173
38.525346416 -121.409191798 180
38.525345786 -121.409196169 212
38.525341393 -121.409207771 199
38.525330557 -121.409211866 180
38.525323594 -121.409223112 248
38.525316369 -121.409234243 231
38.525312074 -121.409247987 179
38.525308177 -121.409255605 175
38.525297413 -121.409259032 170
38.525293678 -121.409268481 257
38.525288115 -121.409274523 309
38.525286475 -121.409276286 270
38.525283167 -121.409280158 229
38.525283627 -121.409286681 182
38.525280882 -121.409293743 175
38.525281654 -121.409294335 170
38.525283643 -121.409294214 187
38.525272913 -121.409296976 267
38.525273518 -121.409298894 302
38.525277007 -121.409299903 298
38.525276633 -121.409305899 210
38.525276112 -121.409301811 187
38.525274042 -121.409303286 174
38.525272292 -121.40930408 178
38.52527388 -121.409309655 192
38.525273643 -121.409308688 175
38.525276854 -121.409305816 162
38.525279217 -121.40930239 185
38.525276914 -121.40929707 184
38.525279022 -121.409298455 174
38.525284052 -121.409295186 197
38.525290005 -121.40928567 182
38.52528978 -121.409288338 176
38.52527596 -121.409287753 177
38.52524482 -121.409288222 187
38.525196496 -121.409279641 187
38.525133542 -121.409272583 193
38.525061269 -121.409267342 183
38.524979815 -121.40925596 252
38.524898816 -121.409250393 273
38.524787938 -121.409252536 222
38.52467553 -121.409247836 289
38.524555866 -121.409241547 185
38.524418003 -121.409230046 175
38.524277396 -121.409224187 167
38.524134789 -121.409218255 191
38.523988725 -121.409210074 191
38.523836688 -121.409201076 189
38.52366631 -121.40920474 303
38.523497726 -121.40921093 307
38.52333144 -121.409213579 188
38.52316136 -121.409210665 174
38.522991329 -121.409206816 193
38.522817777 -121.409202896 183
38.522642446 -121.409200717 294
38.522466081 -121.409201994 197
38.522287343 -121.409201343 207
38.522103697 -121.40920757 250
38.52192085 -121.409208029 183
38.52173539 -121.409213239 178
38.521549161 -121.409215944 174
38.521364742 -121.409215941 161
38.521177111 -121.409215939 226
38.520986444 -121.409221016 195
38.520796774 -121.409226211 203
38.520609698 -121.409227867 222
38.520422011 -121.409228963 178
38.520234938 -121.409224815 186
38.52005153 -121.409225329 173
38.519866361 -121.40923235 185
38.519690627 -121.409231129 179
38.519519338 -121.409229443 188
38.519343724 -121.409237857 243
38.519172638 -121.409241242 222
38.519003661 -121.409247084 190
38.518838181 -121.409249587 182
38.518676927 -121.40924254 188
38.518517164 -121.409236357 216
38.518355819 -121.409240491 295
38.518200886 -121.409243149 265
38.5180597 -121.409232379 197
38.517919222 -121.409228842 171
38.517778974 -121.409231197 193
38.517639745 -121.409232388 207
38.517494005 -121.409232135 261
38.517340805 -121.40922881 225
38.517190485 -121.409224744 187
38.517048119 -121.409219366 181
38.516903046 -121.409214332 183
38.516759184 -121.40921396 179
38.5166132 -121.409207317 216
38.516464384 -121.40921192 309
38.516316327 -121.409213402 272
38.516168067 -121.409209814 277
38.516021096 -121.409206338 195
38.515865726 -121.409206155 185
38.51570608 -121.409208206 187
38.515543469 -121.40920671 202
38.515374618 -121.409207541 191
38.515202318 -121.409207306 188
38.515027159 -121.409198301 186
38.514843655 -121.40919563 185
38.514653377 -121.409195461 180
38.514457554 -121.409195331 181
38.514258212 -121.409192371 181
38.514055753 -121.409186764 287
38.513849881 -121.409185143 221
38.513645226 -121.409186222 193
38.513439665 -121.409194101 180
38.513235282 -121.409199425 341
38.513032409 -121.409204901 273
38.51282902 -121.409210911 293
38.512633185 -121.40920802 296
38.512441103 -121.409205209 295
38.512252307 -121.409202925 288
38.512068552 -121.409199286 276
38.511887777 -121.40920124 287
38.51172173 -121.409204287 237
38.511568579 -121.409216304 203
38.511434074 -121.409224504 173
38.511319063 -121.409217695 173
38.511213233 -121.409227969 204
38.511128648 -121.409225808 166
38.511059557 -121.409224599 172
38.511004947 -121.409218388 175
38.510963972 -121.409215699 172
38.510938173 -121.40921594 170
38.510925877 -121.409212792 206
38.510917128 -121.409216615 199
38.510912472 -121.409224958 191
38.51090937 -121.409227399 192
38.510906469 -121.40923446 195
38.510908936 -121.409230697 187
38.510908802 -121.409228839 192
38.510906984 -121.409227144 189
38.510904786 -121.409228068 180
38.510898342 -121.409230358 203
38.510879361 -121.409231167 271
38.51084798 -121.409234377 280
38.510805505 -121.40923377 171
38.51075366 -121.409228036 325
38.510691393 -121.409221918 289
38.510616828 -121.409224591 284
38.51052988 -121.40923256 332
38.510430988 -121.409237979 294
38.510321584 -121.409235103 198
38.510201171 -121.409237387 182
38.510073174 -121.409236554 196
38.509929311 -121.409243982 184
38.509779892 -121.409251356 193
38.50963062 -121.409245082 174
38.50947652 -121.409239294 177
38.509317629 -121.409228122 200
38.509153688 -121.409225547 265
38.508984305 -121.409226111 210
38.508813794 -121.409224854 203
38.508638593 -121.409221833 179
38.508460108 -121.409230605 185
38.508280281 -121.409236655 248
38.508100813 -121.409238553 274
38.507921413 -121.409241842 286
38.507746083 -121.409234032 188
38.507567971 -121.409235761 207
38.507391435 -121.409234468 198
38.507213635 -121.409238121 196
38.507034492 -121.409241889 193
38.506856527 -121.409248813 176
38.506676532 -121.409248006 184
38.506502185 -121.409250984 182
38.506330464 -121.409245766 193
38.50616137 -121.409237168 190
38.505995234 -121.409231308 286
38.505826827 -121.409226667 193
38.505657501 -121.40922197 191
38.505485644 -121.409217236 188
38.5053078 -121.409219188 172
38.505132168 -121.409218547 217
38.504959489 -121.409211514 236
38.50478498 -121.409208323 188
38.504610872 -121.409207936 205
38.504441421 -121.409204191 184
38.504276494 -121.409205977 214
38.504127993 -121.409206127 183
38.504008325 -121.409196622 189
38.503903991 -121.409196905 239
38.50381863 -121.409207755 212
38.503749611 -121.409233941 182
38.50369177 -121.409292198 195
38.503653681 -121.409321782 184
38.503630537 -121.40937854 199
38.503643973 -121.409469625 194
38.50364303 -121.409558659 196
38.503642195 -121.409648481 175
38.503642807 -121.409738742 185
38.503645922 -121.409832486 188
38.50364741 -121.409931002 188
38.503648265 -121.410029595 185
38.5036503 -121.410124167 232
38.503652217 -121.410214744 214
38.503653153 -121.410300491 183
38.503655553 -121.410376144 254
38.503654119 -121.410441078 282
38.503658063 -121.410490324 205
38.503664188 -121.410542085 277
38.503667341 -121.410603966 282
38.503667934 -121.410676326 199
38.503671704 -121.410760711 191
38.503674037 -121.410857656 177
38.503678958 -121.41095883 184
38.503682094 -121.411066269 192
38.503682625 -121.411178373 195
38.503687647 -121.41129361 196
38.503690744 -121.411410104 196
38.503693456 -121.411520956 255
38.503694183 -121.411631712 176
38.503699551 -121.411733527 181
38.503707894 -121.411829162 241
38.503723207 -121.41191322 184
38.503734909 -121.411987127 314
38.503745558 -121.412054838 283
38.503756629 -121.412123294 179
38.503769834 -121.412200884 251
38.50377745 -121.412289007 193
38.503784309 -121.412378756 187
38.503787849 -121.41246236 181
38.503786568 -121.412527569 265
38.503789393 -121.412573419 205
38.503791234 -121.412605242 209
38.503793553 -121.412626415 187
38.503797643 -121.412640555 271
38.503798734 -121.412666688 200
38.503799349 -121.412713615 196
38.503799765 -121.412775894 196
38.503800671 -121.412850754 292
38.503800911 -121.412940462 298
38.50379976 -121.413045731 254
38.503798442 -121.413154667 250
38.503797069 -121.413268543 198
38.503794764 -121.413385605 186
38.503792946 -121.413502557 195
38.503790047 -121.413619864 186
38.503787566 -121.413731681 202
38.503785673 -121.413827862 187
38.503785553 -121.413906464 191
38.50378522 -121.413969684 193
38.503784324 -121.414029492 190
38.503782929 -121.414097191 189
38.503784501 -121.414162661 202
38.503787912 -121.414220114 208
38.503799393 -121.414264121 240
38.503816467 -121.414291524 276
38.503835071 -121.414312035 236
38.503851564 -121.414317422 232
38.503868074 -121.414318876 217
38.503890812 -121.414318055 186
38.503914498 -121.414311361 252
38.503937732 -121.41431167 192
38.503954258 -121.414312129 188
38.503959113 -121.414311367 199
38.503960871 -121.414311834 190
38.503960658 -121.414312356 233
38.503959489 -121.414312155 260
38.503955468 -121.414320472 206
38.503967905 -121.414331273 233
38.503968677 -121.414328346 250
38.503966821 -121.414329151 244
38.50396618 -121.414329685 225
38.503965675 -121.414330561 221
38.50396488 -121.414331295 229
38.503964486 -121.414331073 193
38.503964774 -121.414333002 209
38.503964927 -121.414332225 164
38.503965366 -121.414331481 211
38.503966054 -121.414330779 188
38.503966743 -121.414331649 195
38.503967248 -121.414332241 211
38.503967772 -121.414333442 195
38.503967728 -121.414333165 203
38.503968176 -121.414331589 195
38.503968212 -121.414333024 211
38.503969558 -121.414333958 196
38.503969698 -121.414334355 191
38.503969969 -121.414338724 194
38.503970695 -121.414335919 207
38.503970095 -121.414340169 214
38.503972357 -121.41432874 190
38.503973013 -121.414336728 198
38.503973543 -121.414333055 210
38.503974346 -121.414336619 157
38.503975045 -121.414332397 179
38.503974963 -121.414332201 208
38.503975448 -121.41432937 175
38.503976614 -121.414325299 175
